Bulbassauro,2022-06-30 06:22:37.888,97.2
Charmander,2022-06-30 06:22:38.888,150.9
Bulbassauro,2022-06-30 06:22:38.888,98.2
Charmander,2022-06-30 06:22:39.888,151.1
Bulbassauro,2022-06-30 06:22:39.888,98.4
Charmander,2022-06-30 06:22:40.888,151.2
Bulbassauro,2022-06-30 06:22:40.888,98.5
Charmander,2022-06-30 06:22:42.888,151.6
Bulbassauro,2022-06-30 06:22:42.888,98.8
Charmander,2022-06-30 06:22:43.888,153.4
Bulbassauro,2022-06-30 06:22:43.888,100.2
Charmander,2022-06-30 06:22:44.888,155.1
Bulbassauro,2022-06-30 06:22:44.888,101.2
Charmander,2022-06-30 06:22:45.888,155.3
Bulbassauro,2022-06-30 06:22:45.888,101.3
Charmander,2022-06-30 06:22:46.888,155.4
Bulbassauro,2022-06-30 06:22:46.888,101.4
Charmander,2022-06-30 06:22:47.903,155.6
Charmander,2022-06-30 06:22:48.888,156.1
Bulbassauro,2022-06-30 06:22:48.888,101.7
Charmander,2022-06-30 06:22:49.888,158.3
Bulbassauro,2022-06-30 06:22:49.888,103
Charmander,2022-06-30 06:22:50.888,159.4
Bulbassauro,2022-06-30 06:22:50.888,103.9
Squirtle,2022-06-30 06:22:51.888,106643
Charmander,2022-06-30 06:22:51.888,159.6
Bulbassauro,2022-06-30 06:22:51.888,104
Charmander,2022-06-30 06:22:52.888,159.7
Bulbassauro,2022-06-30 06:22:52.888,104.1
Charmander,2022-06-30 06:22:53.888,159.8
Bulbassauro,2022-06-30 06:22:53.888,104.2
Charmander,2022-06-30 06:22:54.888,160.8
Bulbassauro,2022-06-30 06:22:54.888,104.7
Charmander,2022-06-30 06:22:55.888,163.5
Bulbassauro,2022-06-30 06:22:55.888,106.5
Charmander,2022-06-30 06:22:56.903,164.4
Bulbassauro,2022-06-30 06:22:56.903,107.1
Charmander,2022-06-30 06:22:57.888,164.7
Bulbassauro,2022-06-30 06:22:57.888,107.2
Bulbassauro,2022-06-30 06:22:58.888,107.3
Charmander,2022-06-30 06:22:59.889,164.6
Bulbassauro,2022-06-30 06:22:59.889,107.2
Charmander,2022-06-30 06:23:00.889,165.8
Bulbassauro,2022-06-30 06:23:00.889,107.7
Charmander,2022-06-30 06:23:01.889,167.6
Bulbassauro,2022-06-30 06:23:01.889,109
Charmander,2022-06-30 06:23:02.889,167.8
Bulbassauro,2022-06-30 06:23:02.889,109.2
Charmander,2022-06-30 06:23:03.889,168
Bulbassauro,2022-06-30 06:23:03.889,109.3
Charmander,2022-06-30 06:23:04.889,168.1
Bulbassauro,2022-06-30 06:23:04.889,109.5
Charmander,2022-06-30 06:23:05.889,168.5
Bulbassauro,2022-06-30 06:23:05.889,109.6
Charmander,2022-06-30 06:23:06.889,170.6
Bulbassauro,2022-06-30 06:23:06.889,110.8
Charmander,2022-06-30 06:23:07.889,172.9
Bulbassauro,2022-06-30 06:23:07.889,112.4
Charmander,2022-06-30 06:23:08.889,173.1
Bulbassauro,2022-06-30 06:23:08.889,112.7
Pikachu,2022-06-30 06:23:10.358,5.3
Charmander,2022-06-30 06:23:09.889,173
Pikachu,2022-06-30 06:23:11.358,5.2
Charmander,2022-06-30 06:23:10.889,172.9
Pikachu,2022-06-30 06:23:12.358,5.3
Charmander,2022-06-30 06:23:11.92,173.3
Bulbassauro,2022-06-30 06:23:11.92,112.9
Charmander,2022-06-30 06:23:12.889,175.7
Bulbassauro,2022-06-30 06:23:12.889,114.3
Charmander,2022-06-30 06:23:13.889,177.4
Bulbassauro,2022-06-30 06:23:13.889,115.6
Charmander,2022-06-30 06:23:14.889,177.6
Bulbassauro,2022-06-30 06:23:14.889,115.7
Charmander,2022-06-30 06:23:15.889,177.8
Bulbassauro,2022-06-30 06:23:15.889,115.8
Pikachu,2022-06-30 06:23:17.358,5.2
Charmander,2022-06-30 06:23:16.889,178.1
Bulbassauro,2022-06-30 06:23:16.889,115.9
Pikachu,2022-06-30 06:23:18.358,5.3
Charmander,2022-06-30 06:23:17.889,179
Bulbassauro,2022-06-30 06:23:17.889,116.3
Charmander,2022-06-30 06:23:18.889,181.2
Bulbassauro,2022-06-30 06:23:18.889,117.8
Pikachu,2022-06-30 06:23:20.358,5.2
Charmander,2022-06-30 06:23:19.889,182.4
Bulbassauro,2022-06-30 06:23:19.889,118.7
Pikachu,2022-06-30 06:23:21.358,5.3
Charmander,2022-06-30 06:23:20.889,182.5
Bulbassauro,2022-06-30 06:23:20.889,118.8
Charmander,2022-06-30 06:23:21.889,182.7
Bulbassauro,2022-06-30 06:23:21.889,118.9
Charmander,2022-06-30 06:23:22.889,182.8
Charmander,2022-06-30 06:23:23.889,184.3
Bulbassauro,2022-06-30 06:23:23.889,119.6
Charmander,2022-06-30 06:23:24.889,186.4
Bulbassauro,2022-06-30 06:23:24.889,121.2
Charmander,2022-06-30 06:23:25.889,186.7
Bulbassauro,2022-06-30 06:23:25.889,121.5
Charmander,2022-06-30 06:23:26.92,186.9
Charmander,2022-06-30 06:23:27.889,187.2
Bulbassauro,2022-06-30 06:23:27.889,121.6
Charmander,2022-06-30 06:23:28.889,187.5
Bulbassauro,2022-06-30 06:23:28.889,121.7
Charmander,2022-06-30 06:23:29.889,189.1
Bulbassauro,2022-06-30 06:23:29.889,122.7
Charmander,2022-06-30 06:23:30.889,191.3
Bulbassauro,2022-06-30 06:23:30.889,124
Squirtle,2022-06-30 06:23:31.889,106644
Charmander,2022-06-30 06:23:31.889,191.6
Bulbassauro,2022-06-30 06:23:31.889,124.3
Bulbassauro,2022-06-30 06:23:32.889,124.4
Pikachu,2022-06-30 06:23:34.358,5.2
Bulbassauro,2022-06-30 06:23:33.889,124.5
Pikachu,2022-06-30 06:23:35.358,5.3
Charmander,2022-06-30 06:23:34.889,191.8
Bulbassauro,2022-06-30 06:23:34.889,124.6
Pikachu,2022-06-30 06:23:36.358,5.2
Charmander,2022-06-30 06:23:35.889,193.7
Bulbassauro,2022-06-30 06:23:35.889,125.8
Charmander,2022-06-30 06:23:36.889,195.7
Bulbassauro,2022-06-30 06:23:36.889,127.1
Charmander,2022-06-30 06:23:37.889,195.9
Bulbassauro,2022-06-30 06:23:37.889,127.2
Charmander,2022-06-30 06:23:38.889,196
Bulbassauro,2022-06-30 06:23:38.889,127.3
Charmander,2022-06-30 06:23:39.889,196.1
Pikachu,2022-06-30 06:23:41.358,5.3
Charmander,2022-06-30 06:23:40.889,196.3
Bulbassauro,2022-06-30 06:23:40.889,127.5
Pikachu,2022-06-30 06:23:42.358,5.2
Charmander,2022-06-30 06:23:41.92,198
Bulbassauro,2022-06-30 06:23:41.92,128.7
Charmander,2022-06-30 06:23:42.889,198.8
Bulbassauro,2022-06-30 06:23:42.889,129.4
Charmander,2022-06-30 06:23:43.889,198.6
Pikachu,2022-06-30 06:23:45.358,5.3
Charmander,2022-06-30 06:23:44.889,198.7
Charmander,2022-06-30 06:23:45.889,198.9
Bulbassauro,2022-06-30 06:23:45.889,129.5
Charmander,2022-06-30 06:23:46.889,199.7
Bulbassauro,2022-06-30 06:23:46.889,129.9
Pikachu,2022-06-30 06:23:48.358,5.2
Charmander,2022-06-30 06:23:47.889,201.7
Bulbassauro,2022-06-30 06:23:47.889,131.2
Charmander,2022-06-30 06:23:48.889,202.4
Bulbassauro,2022-06-30 06:23:48.889,131.6
Charmander,2022-06-30 06:23:49.889,202.6
Bulbassauro,2022-06-30 06:23:49.889,131.7
Charmander,2022-06-30 06:23:50.889,202.9
Bulbassauro,2022-06-30 06:23:50.889,131.9
Charmander,2022-06-30 06:23:51.889,203.1
Pikachu,2022-06-30 06:23:53.358,5.3
Charmander,2022-06-30 06:23:52.889,204.1
Bulbassauro,2022-06-30 06:23:52.889,132.3
Charmander,2022-06-30 06:23:53.889,205.4
Bulbassauro,2022-06-30 06:23:53.889,133.1
